fecha,pais,canal,gasto,id_campaña
2025-01-08,Colombia,social,2038.05,social_Colombia
2025-01-08,México,organic,2879.73,organic_Mexico
2025-01-08,México,paid_search,1003.16,paid_search_Mexico
2025-01-08,México,social,1147.28,social_Mexico
2025-01-09,Argentina,organic,2418.51,organic_Argentina
2025-01-09,Argentina,paid_search,2456.48,paid_search_Argentina
2025-01-09,Argentina,social,1398.62,social_Argentina
2025-01-09,Colombia,organic,1560.15,organic_Colombia
2025-01-09,Colombia,paid_search,1114.57,paid_search_Colombia
2025-01-09,Colombia,social,935.34,social_Colombia
2025-01-09,México,organic,2649.2,organic_Mexico
2025-01-09,México,paid_search,1993.03,paid_search_Mexico
2025-01-09,México,social,2144.51,social_Mexico
2025-01-10,Argentina,organic,2169.85,organic_Argentina
2025-01-10,Argentina,paid_search,2767.74,paid_search_Argentina
2025-01-10,Argentina,social,799.02,social_Argentina
2025-01-10,Colombia,organic,1891.16,organic_Colombia
2025-01-10,Colombia,paid_search,2563.75,paid_search_Colombia
2025-01-10,Colombia,social,2625.36,social_Colombia
2025-01-10,México,organic,2468.1,organic_Mexico
2025-01-10,México,paid_search,2625.72,paid_search_Mexico
2025-01-10,México,social,2722.09,social_Mexico
2025-01-11,Argentina,Sin Canal,849.7,social_Argentina
2025-01-11,Argentina,organic,1321.93,organic_Argentina
2025-01-11,Argentina,paid_search,1734.96,paid_search_Argentina
2025-01-11,Colombia,organic,683.97,organic_Colombia
2025-01-11,Colombia,paid_search,1555.56,paid_search_Colombia
2025-01-11,Colombia,social,2210.19,social_Colombia
2025-01-11,México,organic,2383.14,organic_Mexico
2025-01-11,México,paid_search,2096.82,paid_search_Mexico
2025-01-11,México,social,2459.36,social_Mexico
2025-01-12,Argentina,Sin Canal,4999.23,organic_Argentina
2025-01-12,Colombia,Sin Canal,4115.24,organic_Colombia
2025-01-12,México,Sin Canal,4955.110000000001,organic_Mexico
2025-01-13,Argentina,Sin Canal,6592.23,organic_Argentina
2025-01-13,Colombia,Sin Canal,5296.360000000001,organic_Colombia
2025-01-13,México,Sin Canal,7329.56,organic_Mexico
2025-01-14,Argentina,Sin Canal,5916.49,organic_Argentina
2025-01-14,Colombia,Sin Canal,4316.55,organic_Colombia
2025-01-14,México,Sin Canal,5702.4400000000005,organic_Mexico
2025-01-15,Argentina,Sin Canal,3672.5699999999997,organic_Argentina
2025-01-15,Colombia,Sin Canal,3475.9399999999996,organic_Colombia
2025-01-15,México,Sin Canal,5075.07,organic_Mexico
2025-01-16,Argentina,Sin Canal,4940.68,organic_Argentina
2025-01-16,Colombia,Sin Canal,6098.68,organic_Colombia
2025-01-16,México,Sin Canal,5282.6900000000005,organic_Mexico
2025-01-17,Argentina,Sin Canal,6681.7300000000005,organic_Argentina
2025-01-17,Colombia,Sin Canal,5105.57,organic_Colombia
2025-01-17,México,Sin Canal,4674.83,organic_Mexico
2025-01-18,Argentina,Sin Canal,5707.64,organic_Argentina
2025-01-18,Colombia,Sin Canal,5159.56,organic_Colombia
2025-01-18,México,Sin Canal,4508.24,organic_Mexico
2025-01-19,Argentina,Sin Canal,6680.29,organic_Argentina
2025-01-19,Colombia,Sin Canal,5297.4400000000005,organic_Colombia
2025-01-19,México,Sin Canal,4387.87,organic_Mexico
2025-01-20,Argentina,Sin Canal,4485.2,organic_Argentina
2025-01-20,Colombia,Sin Canal,6449.68,organic_Colombia
2025-01-20,México,Sin Canal,4000.6099999999997,organic_Mexico
2025-01-21,Argentina,Sin Canal,5196.06,organic_Argentina
2025-01-21,Colombia,Sin Canal,3889.2300000000005,organic_Colombia
2025-01-21,México,Sin Canal,6873.46,organic_Mexico
2025-01-22,Argentina,Sin Canal,4751.61,organic_Argentina
2025-01-22,Colombia,Sin Canal,4781.39,organic_Colombia
2025-01-22,México,Sin Canal,6952.3099999999995,organic_Mexico
2025-01-23,Argentina,organic,1318.27,organic_Argentina
2025-01-23,Argentina,paid_search,2025.48,paid_search_Argentina
2025-01-23,Argentina,social,2264.63,social_Argentina
2025-01-23,Colombia,organic,2438.53,organic_Colombia
2025-01-23,Colombia,paid_search,2834.32,paid_search_Colombia
2025-01-23,Colombia,social,1741.55,social_Colombia
2025-01-23,México,Sin Canal,2977.84,organic_Mexico
2025-01-23,México,paid_search,2763.14,paid_search_Mexico
2025-01-23,México,social,2787.05,social_Mexico
2025-01-24,Argentina,organic,2844.43,organic_Argentina
2025-01-24,Argentina,paid_search,723.81,paid_search_Argentina
2025-01-24,Argentina,social,840.07,social_Argentina
2025-01-24,Colombia,organic,1017.68,organic_Colombia
2025-01-24,Colombia,paid_search,2690.33,paid_search_Colombia
2025-01-24,Colombia,social,979.16,social_Colombia
2025-01-24,México,organic,1072.29,organic_Mexico
2025-01-24,México,paid_search,1903.1,paid_search_Mexico
2025-01-24,México,social,1866.07,social_Mexico
2025-01-25,Argentina,organic,706.53,organic_Argentina
2025-01-25,Argentina,paid_search,1341.83,paid_search_Argentina
2025-01-25,Argentina,social,1963.42,social_Argentina
2025-01-25,Colombia,organic,2182.07,organic_Colombia
2025-01-25,Colombia,paid_search,1469.03,paid_search_Colombia
2025-01-25,Colombia,social,2561.18,social_Colombia
2025-01-25,México,organic,635.56,organic_Mexico
2025-01-25,México,paid_search,723.6,paid_search_Mexico
2025-01-25,México,social,2488.53,social_Mexico
2025-01-26,Argentina,organic,790.43,organic_Argentina
2025-01-26,Argentina,paid_search,714.67,paid_search_Argentina
2025-01-26,Argentina,social,1917.29,social_Argentina
2025-01-26,Colombia,organic,2648.86,organic_Colombia
2025-01-26,Colombia,paid_search,1384.99,paid_search_Colombia
2025-01-26,Colombia,social,1546.59,social_Colombia
2025-01-26,México,organic,1961.97,organic_Mexico
2025-01-26,México,paid_search,2910.94,paid_search_Mexico
2025-01-26,México,social,677.09,social_Mexico
2025-01-27,Argentina,organic,2638.37,organic_Argentina
2025-01-27,Argentina,paid_search,1057.81,paid_search_Argentina
2025-01-27,Argentina,social,1314.09,social_Argentina
2025-01-27,Colombia,organic,2796.75,organic_Colombia
2025-01-27,Colombia,paid_search,1670.47,paid_search_Colombia
2025-01-27,Colombia,social,2609.79,social_Colombia
2025-01-27,México,organic,2383.62,organic_Mexico
2025-01-27,México,paid_search,1658.58,paid_search_Mexico
2025-01-27,México,social,2188.09,social_Mexico
2025-01-28,Argentina,organic,2076.26,organic_Argentina
2025-01-28,Argentina,paid_search,2752.23,paid_search_Argentina
2025-01-28,Argentina,social,2401.3,social_Argentina
2025-01-28,Colombia,organic,2267.3,organic_Colombia
2025-01-28,Colombia,paid_search,1815.67,paid_search_Colombia
2025-01-28,Colombia,social,2860.02,social_Colombia
2025-01-28,México,organic,1632.92,organic_Mexico
2025-01-28,México,paid_search,2647.79,paid_search_Mexico
2025-01-28,México,social,1866.41,social_Mexico
2025-01-29,Argentina,organic,653.88,organic_Argentina
2025-01-29,Argentina,paid_search,2534.82,paid_search_Argentina
2025-01-29,Argentina,social,1400.08,social_Argentina
2025-01-29,Colombia,organic,631.74,organic_Colombia
2025-01-29,Colombia,paid_search,2133.11,paid_search_Colombia
2025-01-29,Colombia,social,1980.84,social_Colombia
2025-01-29,México,organic,1725.01,organic_Mexico
2025-01-29,México,paid_search,691.54,paid_search_Mexico
2025-01-29,México,social,2005.1,social_Mexico
2025-01-30,Argentina,organic,2800.95,organic_Argentina
2025-01-30,Argentina,paid_search,1586.83,paid_search_Argentina
2025-01-30,Argentina,social,952.75,social_Argentina
2025-01-30,Colombia,organic,1448.99,organic_Colombia
2025-01-30,Colombia,paid_search,2969.52,paid_search_Colombia
2025-01-30,Colombia,social,639.94,social_Colombia
2025-01-30,México,organic,1765.35,organic_Mexico
2025-01-30,México,paid_search,1074.75,paid_search_Mexico
2025-01-30,México,social,2735.72,social_Mexico
2025-01-31,Argentina,organic,1154.39,organic_Argentina
2025-01-31,Argentina,paid_search,2531.97,paid_search_Argentina
2025-01-31,Argentina,social,2312.87,social_Argentina
2025-01-31,Colombia,organic,2477.19,organic_Colombia
2025-01-31,Colombia,paid_search,2596.02,paid_search_Colombia
2025-01-31,Colombia,social,549.75,social_Colombia
2025-01-31,México,organic,2058.61,organic_Mexico
2025-01-31,México,paid_search,2068.31,paid_search_Mexico
2025-01-31,México,social,2023.55,social_Mexico
2025-02-01,Argentina,organic,1400.74,organic_Argentina
2025-02-01,Argentina,paid_search,756.3,paid_search_Argentina
2025-02-01,Argentina,social,1098.72,social_Argentina
2025-02-01,Colombia,organic,1829.3,organic_Colombia
2025-02-01,Colombia,paid_search,1079.44,paid_search_Colombia
2025-02-01,Colombia,social,2318.11,social_Colombia
2025-02-01,México,organic,2969.66,organic_Mexico
2025-02-01,México,paid_search,928.49,paid_search_Mexico
2025-02-01,México,social,1511.83,social_Mexico
2025-02-02,Argentina,organic,589.29,organic_Argentina
2025-02-02,Argentina,paid_search,1993.48,paid_search_Argentina
2025-02-02,Argentina,social,2023.65,social_Argentina
2025-02-02,Colombia,organic,1068.9,organic_Colombia
2025-02-02,Colombia,paid_search,1451.38,paid_search_Colombia
2025-02-02,Colombia,social,2918.29,social_Colombia
2025-02-02,México,organic,1684.6,organic_Mexico
2025-02-02,México,paid_search,1879.2,paid_search_Mexico
2025-02-02,México,social,776.24,social_Mexico
2025-02-03,Argentina,organic,2303.33,organic_Argentina
2025-02-03,Argentina,paid_search,2738.63,paid_search_Argentina
2025-02-03,Argentina,social,2289.75,social_Argentina
2025-02-03,Colombia,organic,980.11,organic_Colombia
2025-02-03,Colombia,paid_search,2296.49,paid_search_Colombia
2025-02-03,Colombia,social,1075.63,social_Colombia
2025-02-03,México,organic,1817.79,organic_Mexico
2025-02-03,México,paid_search,2717.61,paid_search_Mexico
2025-02-03,México,social,1180.55,social_Mexico
2025-02-04,Argentina,organic,541.15,organic_Argentina
2025-02-04,Argentina,paid_search,1460.28,paid_search_Argentina
2025-02-04,Argentina,social,2079.35,social_Argentina
2025-02-04,Colombia,organic,624.1,organic_Colombia
2025-02-04,Colombia,paid_search,2179.55,paid_search_Colombia
2025-02-04,Colombia,social,2062.64,social_Colombia
2025-02-04,México,organic,2910.33,organic_Mexico
2025-02-04,México,paid_search,2316.15,paid_search_Mexico
2025-02-04,México,social,2799.33,social_Mexico
2025-02-05,Argentina,organic,512.58,organic_Argentina
2025-02-05,Argentina,paid_search,873.01,paid_search_Argentina
2025-02-05,Argentina,social,2013.74,social_Argentina
2025-02-05,Colombia,organic,1535.18,organic_Colombia
2025-02-05,Colombia,paid_search,1889.29,paid_search_Colombia
2025-02-05,Colombia,social,1873.36,social_Colombia
2025-02-05,México,organic,1174.93,organic_Mexico
2025-02-05,México,paid_search,1361.32,paid_search_Mexico
2025-02-05,México,social,1783.67,social_Mexico
2025-02-06,Argentina,organic,1071.84,organic_Argentina
2025-02-06,Argentina,paid_search,1877.89,paid_search_Argentina
2025-02-06,Argentina,social,1893.3,social_Argentina
2025-02-06,Colombia,organic,2523.37,organic_Colombia
2025-02-06,Colombia,paid_search,2117.79,paid_search_Colombia
2025-02-06,Colombia,social,1320.64,social_Colombia
2025-02-06,México,organic,2981.65,organic_Mexico
2025-02-06,México,paid_search,1668.75,paid_search_Mexico
2025-02-06,México,social,2857.64,social_Mexico
2025-02-07,Argentina,organic,2816.37,organic_Argentina
2025-02-07,Argentina,paid_search,1172.4,paid_search_Argentina
2025-02-07,Argentina,social,662.43,social_Argentina
2025-02-07,Colombia,organic,580.64,organic_Colombia
2025-02-07,Colombia,paid_search,743.45,paid_search_Colombia
2025-02-07,Colombia,social,1398.64,social_Colombia
2025-02-07,México,organic,814.8,organic_Mexico
2025-02-07,México,paid_search,1352.89,paid_search_Mexico
2025-02-07,México,social,2624.95,social_Mexico
2025-02-08,Argentina,organic,547.93,organic_Argentina
2025-02-08,Argentina,paid_search,834.31,paid_search_Argentina
2025-02-08,Argentina,social,1935.15,social_Argentina
2025-02-08,Colombia,organic,2144.04,organic_Colombia
2025-02-08,Colombia,paid_search,2450.33,paid_search_Colombia
2025-02-08,Colombia,social,1692.63,social_Colombia
2025-02-08,México,organic,2607.08,organic_Mexico
2025-02-08,México,paid_search,2913.29,paid_search_Mexico
2025-02-08,México,social,1913.79,social_Mexico
2025-02-09,Argentina,organic,2230.2,organic_Argentina
2025-02-09,Argentina,paid_search,2673.5,paid_search_Argentina
2025-02-09,Argentina,social,2184.79,social_Argentina
2025-02-09,Colombia,organic,2640.56,organic_Colombia
2025-02-09,Colombia,paid_search,2410.17,paid_search_Colombia
2025-02-09,Colombia,social,1907.35,social_Colombia
2025-02-09,México,organic,2516.05,organic_Mexico
2025-02-09,México,paid_search,902.47,paid_search_Mexico
2025-02-09,México,social,2634.84,social_Mexico
2025-02-10,Argentina,organic,2941.11,organic_Argentina
2025-02-10,Argentina,paid_search,1345.46,paid_search_Argentina
2025-02-10,Argentina,social,1172.61,social_Argentina
2025-02-10,Colombia,organic,915.59,organic_Colombia
2025-02-10,Colombia,paid_search,859.55,paid_search_Colombia
2025-02-10,Colombia,social,2126.64,social_Colombia
2025-02-10,México,organic,1115.63,organic_Mexico
2025-02-10,México,paid_search,2079.6,paid_search_Mexico
2025-02-10,México,social,1144.98,social_Mexico
2025-02-11,Argentina,organic,502.2,organic_Argentina
2025-02-11,Argentina,paid_search,2362.95,paid_search_Argentina
2025-02-11,Argentina,social,2051.72,social_Argentina
2025-02-11,Colombia,organic,2639.41,organic_Colombia
2025-02-11,Colombia,paid_search,618.44,paid_search_Colombia
2025-02-11,Colombia,social,710.21,social_Colombia
2025-02-11,México,organic,1766.27,organic_Mexico
2025-02-11,México,paid_search,2947.25,paid_search_Mexico
2025-02-11,México,social,1592.89,social_Mexico
2025-02-12,Argentina,organic,710.09,organic_Argentina
2025-02-12,Argentina,paid_search,2800.0,paid_search_Argentina
2025-02-12,Argentina,social,2499.63,social_Argentina
2025-02-12,Colombia,organic,619.11,organic_Colombia
2025-02-12,Colombia,paid_search,1879.01,paid_search_Colombia
2025-02-12,Colombia,social,1273.91,social_Colombia
2025-02-12,México,organic,2620.43,organic_Mexico
2025-02-12,México,paid_search,2051.25,paid_search_Mexico
2025-02-12,México,social,1340.74,social_Mexico
2025-02-13,Argentina,organic,2321.47,organic_Argentina
2025-02-13,Argentina,paid_search,2240.14,paid_search_Argentina
2025-02-13,Argentina,social,2740.7,social_Argentina
2025-02-13,Colombia,organic,2857.99,organic_Colombia
2025-02-13,Colombia,paid_search,2181.19,paid_search_Colombia
2025-02-13,Colombia,social,2729.66,social_Colombia
2025-02-13,México,organic,1098.11,organic_Mexico
2025-02-13,México,paid_search,2044.97,paid_search_Mexico
2025-02-13,México,social,1917.53,social_Mexico
2025-02-14,Argentina,organic,1673.23,organic_Argentina
2025-02-14,Argentina,paid_search,1583.19,paid_search_Argentina
2025-02-14,Argentina,social,1557.65,social_Argentina
2025-02-14,Colombia,organic,2867.96,organic_Colombia
2025-02-14,Colombia,paid_search,1764.55,paid_search_Colombia
2025-02-14,Colombia,social,2040.07,social_Colombia
2025-02-14,México,organic,1126.83,organic_Mexico
2025-02-14,México,paid_search,1340.47,paid_search_Mexico
2025-02-14,México,social,2572.5,social_Mexico
2025-02-15,Argentina,organic,2602.04,organic_Argentina
2025-02-15,Argentina,paid_search,1053.58,paid_search_Argentina
2025-02-15,Argentina,social,2365.0,social_Argentina
2025-02-15,Colombia,organic,2117.51,organic_Colombia
2025-02-15,Colombia,paid_search,758.91,paid_search_Colombia
2025-02-15,Colombia,social,729.79,social_Colombia
2025-02-15,México,organic,1914.51,organic_Mexico
2025-02-15,México,paid_search,2897.76,paid_search_Mexico
2025-02-15,México,social,1371.24,social_Mexico
2025-02-16,Argentina,organic,1760.75,organic_Argentina
2025-02-16,Argentina,paid_search,539.68,paid_search_Argentina
2025-02-16,Argentina,social,1779.02,social_Argentina
2025-02-16,Colombia,organic,912.29,organic_Colombia
2025-02-16,Colombia,paid_search,1888.79,paid_search_Colombia
2025-02-16,Colombia,social,1464.1,social_Colombia
2025-02-16,México,organic,1692.32,organic_Mexico
2025-02-16,México,paid_search,1076.3,paid_search_Mexico
2025-02-16,México,social,769.42,social_Mexico
2025-02-17,Argentina,organic,2335.15,organic_Argentina
2025-02-17,Argentina,paid_search,2890.61,paid_search_Argentina
2025-02-17,Argentina,social,656.87,social_Argentina
2025-02-17,Colombia,organic,2754.84,organic_Colombia
2025-02-17,Colombia,paid_search,1605.88,paid_search_Colombia
2025-02-17,Colombia,social,1966.1,social_Colombia
2025-02-17,México,organic,1233.12,organic_Mexico
2025-02-17,México,paid_search,2907.02,paid_search_Mexico
2025-02-17,México,social,2796.09,social_Mexico
2025-02-18,Argentina,organic,818.69,organic_Argentina
2025-02-18,Argentina,paid_search,2726.68,paid_search_Argentina
2025-02-18,Argentina,social,1983.84,social_Argentina
2025-02-18,Colombia,organic,520.99,organic_Colombia
2025-02-18,Colombia,paid_search,1339.59,paid_search_Colombia
2025-02-18,Colombia,social,1972.5,social_Colombia
2025-02-18,México,organic,1839.38,organic_Mexico
2025-02-18,México,paid_search,2750.91,paid_search_Mexico
2025-02-18,México,social,870.61,social_Mexico
2025-02-19,Argentina,organic,576.78,organic_Argentina
2025-02-19,Argentina,paid_search,2609.77,paid_search_Argentina
2025-02-19,Argentina,social,932.57,social_Argentina
2025-02-19,Colombia,organic,2218.09,organic_Colombia
2025-02-19,Colombia,paid_search,982.34,paid_search_Colombia
2025-02-19,Colombia,social,1491.12,social_Colombia
2025-02-19,México,organic,2988.32,organic_Mexico
2025-02-19,México,paid_search,2627.93,paid_search_Mexico
2025-02-19,México,social,1960.35,social_Mexico
2025-02-20,Argentina,organic,1285.02,organic_Argentina
2025-02-20,Argentina,paid_search,1975.29,paid_search_Argentina
2025-02-20,Argentina,social,2178.6,social_Argentina
2025-02-20,Colombia,organic,2337.19,organic_Colombia
2025-02-20,Colombia,paid_search,2396.14,paid_search_Colombia
2025-02-20,Colombia,social,2287.33,social_Colombia
2025-02-20,México,organic,2481.1,organic_Mexico
2025-02-20,México,paid_search,2916.33,paid_search_Mexico
2025-02-20,México,social,2297.21,social_Mexico
2025-02-21,Argentina,organic,1004.32,organic_Argentina
2025-02-21,Argentina,paid_search,1446.01,paid_search_Argentina
2025-02-21,Argentina,social,936.01,social_Argentina
2025-02-21,Colombia,organic,802.29,organic_Colombia
2025-02-21,Colombia,paid_search,1915.65,paid_search_Colombia
2025-02-21,Colombia,social,1086.55,social_Colombia
2025-02-21,México,organic,1943.26,organic_Mexico
2025-02-21,México,paid_search,1427.47,paid_search_Mexico
2025-02-21,México,social,2535.52,social_Mexico
2025-02-22,Argentina,organic,772.55,organic_Argentina
2025-02-22,Argentina,paid_search,2039.54,paid_search_Argentina
2025-02-22,Argentina,social,1711.34,social_Argentina
2025-02-22,Colombia,organic,699.81,organic_Colombia
2025-02-22,Colombia,paid_search,2880.14,paid_search_Colombia
2025-02-22,Colombia,social,2999.36,social_Colombia
2025-02-22,México,organic,1961.19,organic_Mexico
2025-02-22,México,paid_search,1628.29,paid_search_Mexico
2025-02-22,México,social,2055.44,social_Mexico
2025-02-23,Argentina,organic,1255.48,organic_Argentina
2025-02-23,Argentina,paid_search,1758.69,paid_search_Argentina
2025-02-23,Argentina,social,1255.49,social_Argentina
2025-02-23,Colombia,organic,2363.76,organic_Colombia
2025-02-23,Colombia,paid_search,2107.64,paid_search_Colombia
2025-02-23,Colombia,social,634.17,social_Colombia
2025-02-23,México,organic,2004.91,organic_Mexico
2025-02-23,México,paid_search,1176.16,paid_search_Mexico
2025-02-23,México,social,2432.8,social_Mexico
2025-02-24,Argentina,organic,896.95,organic_Argentina
2025-02-24,Argentina,paid_search,673.33,paid_search_Argentina
2025-02-24,Argentina,social,1144.79,social_Argentina
2025-02-24,Colombia,organic,2166.54,organic_Colombia
2025-02-24,Colombia,paid_search,2286.43,paid_search_Colombia
2025-02-24,Colombia,social,2449.69,social_Colombia
2025-02-24,México,organic,2860.22,organic_Mexico
2025-02-24,México,paid_search,1190.24,paid_search_Mexico
2025-02-24,México,social,2732.14,social_Mexico
2025-02-25,Argentina,organic,2042.74,organic_Argentina
2025-02-25,Argentina,paid_search,552.09,paid_search_Argentina
2025-02-25,Argentina,social,2476.56,social_Argentina
2025-02-25,Colombia,organic,1669.77,organic_Colombia
2025-02-25,Colombia,paid_search,2969.49,paid_search_Colombia
2025-02-25,Colombia,social,604.86,social_Colombia
2025-02-25,México,organic,901.24,organic_Mexico
2025-02-25,México,paid_search,794.07,paid_search_Mexico
2025-02-25,México,social,2643.91,social_Mexico
2025-02-26,Argentina,organic,1245.09,organic_Argentina
2025-02-26,Argentina,paid_search,531.75,paid_search_Argentina
2025-02-26,Argentina,social,2696.62,social_Argentina
2025-02-26,Colombia,organic,679.05,organic_Colombia
2025-02-26,Colombia,paid_search,2580.79,paid_search_Colombia
2025-02-26,Colombia,social,2271.79,social_Colombia
2025-02-26,México,organic,2604.93,organic_Mexico
2025-02-26,México,paid_search,533.47,paid_search_Mexico
2025-02-26,México,social,1444.43,social_Mexico
2025-02-27,Argentina,organic,996.85,organic_Argentina
2025-02-27,Argentina,paid_search,1460.77,paid_search_Argentina
2025-02-27,Argentina,social,784.04,social_Argentina
2025-02-27,Colombia,organic,2988.92,organic_Colombia
2025-02-27,Colombia,paid_search,2279.81,paid_search_Colombia
2025-02-27,Colombia,social,831.02,social_Colombia
2025-02-27,México,organic,2264.64,organic_Mexico
2025-02-27,México,paid_search,2559.49,paid_search_Mexico
2025-02-27,México,social,1971.46,social_Mexico
2025-02-28,Argentina,organic,2477.47,organic_Argentina
2025-02-28,Argentina,paid_search,1677.61,paid_search_Argentina
2025-02-28,Argentina,social,2303.14,social_Argentina
2025-02-28,Colombia,organic,2083.37,organic_Colombia
2025-02-28,Colombia,paid_search,1552.63,paid_search_Colombia
2025-02-28,Colombia,social,2715.28,social_Colombia
2025-02-28,México,organic,1523.78,organic_Mexico
2025-02-28,México,paid_search,2178.26,paid_search_Mexico
2025-02-28,México,social,2362.64,social_Mexico
2025-03-01,Argentina,organic,1325.8,organic_Argentina
2025-03-01,Argentina,paid_search,732.26,paid_search_Argentina
2025-03-01,Argentina,social,1625.45,social_Argentina
2025-03-01,Colombia,organic,2665.73,organic_Colombia
2025-03-01,Colombia,paid_search,844.75,paid_search_Colombia
2025-03-01,Colombia,social,2971.47,social_Colombia
2025-03-01,México,organic,1285.76,organic_Mexico
2025-03-01,México,paid_search,2565.67,paid_search_Mexico
2025-03-01,México,social,1997.66,social_Mexico
2025-03-02,Argentina,organic,1343.81,organic_Argentina
2025-03-02,Argentina,paid_search,1868.92,paid_search_Argentina
2025-03-02,Argentina,social,778.93,social_Argentina
2025-03-02,Colombia,organic,1966.37,organic_Colombia
2025-03-02,Colombia,paid_search,1035.48,paid_search_Colombia
2025-03-02,Colombia,social,501.28,social_Colombia
2025-03-02,México,organic,2563.5,organic_Mexico
2025-03-02,México,paid_search,1018.16,paid_search_Mexico
2025-03-02,México,social,2220.58,social_Mexico
2025-03-03,Argentina,organic,1416.81,organic_Argentina
2025-03-03,Argentina,paid_search,2921.05,paid_search_Argentina
2025-03-03,Argentina,social,785.4,social_Argentina
2025-03-03,Colombia,organic,2043.61,organic_Colombia
2025-03-03,Colombia,paid_search,1467.76,paid_search_Colombia
2025-03-03,Colombia,social,2310.52,social_Colombia
2025-03-03,México,organic,2674.67,organic_Mexico
2025-03-03,México,paid_search,2969.11,paid_search_Mexico
2025-03-03,México,social,2040.3,social_Mexico
2025-03-04,Argentina,organic,2593.45,organic_Argentina
2025-03-04,Argentina,paid_search,523.1,paid_search_Argentina
2025-03-04,Argentina,social,2293.99,social_Argentina
2025-03-04,Colombia,organic,2243.9,organic_Colombia
2025-03-04,Colombia,paid_search,2137.18,paid_search_Colombia
2025-03-04,Colombia,social,2257.07,social_Colombia
2025-03-04,México,organic,505.59,organic_Mexico
2025-03-04,México,paid_search,2902.89,paid_search_Mexico
2025-03-04,México,social,825.83,social_Mexico
2025-03-05,Argentina,organic,1320.59,organic_Argentina
